MonthGive,Region,YearsGive,AveDonAmt,LastDonAmt,DonPerYear,NewDonor,Age20t29,Age20t39,Age60pls,Age70pls,Age80pls,AdultAge,SomeUnivP,FinUnivP,hh1t2mem,hh1mem,AveIncEA,DwelValEA,EngPrmLang
Yes,R2,1,42.5,50,2,No,0.259259259,0.527777778,0.194444444,0.12962963,0.064814815,43.33,0.567010309,0.340206186,0.96,0.64,45388,279076,0.900900901
Yes,R1,2,100,100,1.5,No,0.113207547,0.264150943,0.226415094,0.094339623,0,48.55555556,0.536585366,0.292682927,0.652173913,0.130434783,76718,253026,1
Yes,R3,2,28.33333333,25,1.5,No,0.133333333,0.304761905,0.171428571,0.085714286,0.00952381,45.64864865,0.209677419,0.112903226,0.55,0.125,47759,173892,0.971153846
Yes,R2,1,50,50,1,No,0.035087719,0.114035088,0.552631579,0.421052632,0.175438597,62.54205608,0.5,0.25,0.947368421,0.605263158,54926,382304,0.946902655
Yes,R3,5,25,25,0.2,No,0.118110236,0.196850394,0.527559055,0.393700787,0.125984252,60.24074074,0.19,0.07,0.864864865,0.432432432,29346,97035,0.961538462
Yes,R1,3,45.75,100,2.666666667,No,0.057591623,0.193717278,0.188481675,0.078534031,0.010471204,49.11538462,0.318181818,0.174242424,0.46031746,0.079365079,64464,200297,0.934010152
Yes,R4,9,32.33333333,52,0.333333333,No,0.102941177,0.279411765,0.098039216,0.039215686,0.019607843,44.62142857,0.401574803,0.149606299,0.470588235,0.191176471,86867,207925,0.975490196
Yes,R2,7,75,50,0.285714286,No,0.145922747,0.30472103,0.184549356,0.094420601,0.034334764,46.44827586,0.5375,0.34375,0.410958904,0.136986301,65519,618169,0.489451477
Yes,R5,8,233.3333333,200,0.375,No,0.206666667,0.353333333,0.266666667,0.166666667,0.046666667,47.73015873,0.285714286,0.109243698,0.794871795,0.461538462,41247,145232,0.98013245
Yes,R1,10,42,25,0.5,No,0.123348018,0.215859031,0.198237886,0.101321586,0.026431718,48.59756098,0.525974026,0.324675325,0.486486487,0.121621622,68312,254490,0.850220264
Yes,R1,7,31.25,25,0.571428571,No,0.028571429,0.066666667,0.647619048,0.342857143,0.076190476,63.5,0.2,0.066666667,0.945454546,0.327272727,38493,0,0.99009901
Yes,R5,1,10,10,1,No,0.182352941,0.382352941,0.164705882,0.070588235,0.005882353,43.6796875,0.283185841,0.14159292,0.623188406,0.231884058,45083,162215,0.958579882
Yes,R2,2,10,10,0.5,No,0.151960784,0.284313726,0.156862745,0.083333333,0.029411765,45.86184211,0.655629139,0.476821192,0.454545455,0.181818182,81167,533169,0.796019901
Yes,R6,9,46.25,60,0.444444444,No,0.095238095,0.290476191,0.085714286,0.052380952,0.019047619,43.53333333,0.296296296,0.192592593,0.486111111,0.152777778,56970,127699,0.995283019
Yes,R5,2,5,5,0.5,No,0.173913044,0.369565217,0.065217391,0.02173913,0,39.04918033,0.118644068,0.06779661,0.419354839,0.129032258,40187,175612,0.956521739
Yes,R5,4,20,50,1.25,No,0.029761905,0.130952381,0.422619048,0.18452381,0.035714286,57.04964539,0.21969697,0.083333333,0.712328767,0.109589041,40583,194791,0.964285714
Yes,R1,8,10,10,0.5,No,0.1484375,0.265625,0.375,0.2734375,0.1328125,54.37864078,0.229885058,0.045977012,0.790322581,0.467741936,30927,190912,0.974358974
Yes,R2,3,25,25,0.666666667,No,0.115384615,0.226495727,0.153846154,0.08974359,0.034188034,47.32142857,0.744186047,0.581395349,0.383561644,0.109589041,108911,695929,0.882608696
Yes,R1,4,15,20,0.5,No,0.355932203,0.559322034,0.152542373,0.13559322,0.050847458,40.32075472,0.469387755,0.163265306,0.944444444,0.638888889,28302,133508,0.983050848
Yes,R1,1,35,35,1,No,0.03960396,0.099009901,0.663366337,0.564356436,0.247524753,67.61290323,0.455555556,0.288888889,0.897058824,0.617647059,56092,260721,0.990566038
Yes,R5,1,10,10,1,No,0.106719368,0.276679842,0.102766798,0.039525692,0.007905138,44.08928571,0.176470588,0.078431373,0.465116279,0.209302326,71016,119191,0.984126984
Yes,R2,3,25,25,0.333333333,No,0.196721312,0.524590164,0.049180328,0.016393443,0,38.3,0.434782609,0.260869565,0.714285714,0.464285714,48917,117604,0.590163934
Yes,R2,1,5,5,1,No,0.181818182,0.309090909,0.145454546,0.054545455,0.018181818,44.12941177,0.494736842,0.378947368,0.538461539,0.256410256,86386,1593262,0.798165138
Yes,R5,0,10,10,0,Yes,0.091463415,0.237804878,0.274390244,0.146341463,0.030487805,51.06299213,0.086538462,0.028846154,0.7,0.242857143,38915,76702,0.969512195
Yes,R2,0,25,25,0,Yes,0.138686131,0.332116788,0.156934307,0.087591241,0.02189781,44.57142857,0.274285714,0.125714286,0.369047619,0.142857143,45551,330560,0.472527473
Yes,R2,8,56.66666667,100,0.375,No,0.093877551,0.285714286,0.065306122,0.020408163,0.004081633,42.26143791,0.375,0.236842105,0.342105263,0.092105263,72666,353425,0.938271605
Yes,R5,7,25,25,0.285714286,No,0.106719368,0.276679842,0.102766798,0.039525692,0.007905138,44.08928571,0.176470588,0.078431373,0.465116279,0.209302326,71016,119191,0.984126984
Yes,R1,6,25,25,0.166666667,No,0.252873563,0.436781609,0.321839081,0.24137931,0.091954023,48.37349398,0.458333333,0.277777778,0.967213115,0.557377049,38865,115307,0.988636364
Yes,R5,5,27.5,25,0.4,No,0.071428571,0.214285714,0.163265306,0.06122449,0.010204082,48.10958904,0.136986301,0.04109589,0.6,0.171428571,48470,172974,1
Yes,R1,8,50,50,0.375,No,0.112,0.296,0.168,0.072,0.016,46.59793814,0.163043478,0.032608696,0.732142857,0.232142857,45766,75151,0.975409836
Yes,R3,0,40,40,0,Yes,0.13368984,0.326203209,0.069518717,0.016042781,0.005347594,41.07627119,0.282258065,0.137096774,0.234042553,0.042553192,67323,313748,0.824468085
Yes,R1,4,13.33333333,25,0.75,No,0.192592593,0.392592593,0.155555556,0.059259259,0.02962963,42.58653846,0.239583333,0.135416667,0.734375,0.34375,31952,132281,0.911764706
Yes,R1,2,27.5,30,1,No,0.071917808,0.178082192,0.25,0.116438356,0.017123288,51.52727273,0.471428571,0.285714286,0.557692308,0.096153846,83492,339576,0.924914676
Yes,R3,10,30,35,0.2,No,0.093137255,0.254901961,0.107843137,0.044117647,0.004901961,44.72794118,0.121212121,0.053030303,0.492063492,0.142857143,55728,333736,0.975609756
Yes,R1,1,50,50,1,No,0.194594595,0.405405405,0.081081081,0.037837838,0.016216216,40.79020979,0.382352941,0.132352941,0.550724638,0.173913044,46328,221175,0.983783784
Yes,R2,4,37.5,25,0.5,No,0.376237624,0.633663366,0.108910891,0.069306931,0.02970297,38.35051546,0.357142857,0.265306122,1,0.653333333,26449,0,0.831683168
Yes,R2,7,56.25,50,0.571428571,No,0.061403509,0.105263158,0.657894737,0.50877193,0.210526316,65.46226415,0.551020408,0.346938776,0.901408451,0.535211268,83098,348550,0.885964912
Yes,R1,8,38.75,20,0.5,No,0.12745098,0.289215686,0.18627451,0.078431373,0.009803922,46.33098592,0.12,0.056,0.581081081,0.175675676,38980,132931,0.886138614
Yes,R6,8,21,15,0.625,No,0.130208333,0.291666667,0.197916667,0.109375,0.036458333,47.76190476,0.233082707,0.135338346,0.649350649,0.25974026,51492,101127,1
Yes,R2,6,25,25,0.333333333,No,0.186440678,0.355932203,0.355932203,0.228813559,0.084745763,50.39473684,0.336633663,0.217821782,0.973333333,0.546666667,39510,149005,0.846153846
Yes,R3,13,157.1428571,300,0.538461539,No,0.073170732,0.225609756,0.243902439,0.170731707,0.073170732,52.07438017,0.333333333,0.205128205,0.564516129,0.274193548,72681,240354,0.888888889
Yes,R2,0,25,25,0,Yes,0.230769231,0.475524476,0.118881119,0.062937063,0.006993007,40.84482759,0.384615385,0.25,0.75,0.426470588,58421,163647,0.822695036
Yes,R3,0,20,20,0,Yes,0.113636364,0.196969697,0.056818182,0.022727273,0.011363636,43.86627907,0.483146067,0.241573034,0.24,0.026666667,102087,443018,0.828996283
Yes,R2,7,46.66666667,50,0.428571429,No,0.136612022,0.300546448,0.158469945,0.071038251,0.027322404,45.84137931,0.349206349,0.253968254,0.521126761,0.225352113,63403,340503,0.817204301
Yes,R6,2,10,10,1,No,0.146853147,0.286713287,0.146853147,0.076923077,0.027972028,45.31067961,0.145631068,0.087378641,0.555555556,0.259259259,47027,185929,0.944444444
Yes,R1,2,18.33333333,5,1.5,No,0.053398058,0.160194175,0.359223301,0.199029126,0.029126214,55.43827161,0.283870968,0.148387097,0.695121951,0.146341463,50295,176429,0.995145631
Yes,R4,8,22.5,25,0.5,No,0.18128655,0.333333333,0.210526316,0.128654971,0.046783626,46.77272727,0.19858156,0.085106383,0.765432099,0.407407407,44533,140228,0.924418605
Yes,R3,1,50,50,1,No,0.228070175,0.429824561,0.175438597,0.096491228,0.02631579,43.39175258,0.388888889,0.233333333,0.841269841,0.380952381,44053,0,0.922413793
Yes,R3,6,35,50,0.333333333,No,0.060532688,0.246973366,0.04842615,0.016949153,0.004842615,42.58634538,0.407079646,0.207964602,0.223214286,0.044642857,82170,275540,0.973300971
Yes,R2,9,22.5,5,0.222222222,No,0.168888889,0.36,0.164444444,0.066666667,0.022222222,44.28994083,0.185430464,0.099337748,0.375,0.171875,45543,298577,0.351931331
Yes,R1,0,35,35,0,Yes,0.140495868,0.305785124,0.289256198,0.165289256,0.074380165,49.89320388,0.229166667,0.104166667,0.793650794,0.412698413,35678,211050,0.949579832
Yes,R2,1,25,25,1,No,0.232,0.536,0.104,0.056,0.016,39.64150943,0.375,0.261363636,0.805970149,0.52238806,37008,99727,0.68852459
Yes,R2,12,162.5,200,0.333333333,No,0.094827586,0.267241379,0.387931035,0.189655172,0.060344828,53.15789474,0.41,0.27,0.914285714,0.442857143,57882,339712,0.964912281
Yes,R3,2,35,35,0.5,No,0.125,0.285714286,0.303571429,0.223214286,0.080357143,52.08333333,0.146341463,0.06097561,0.833333333,0.566666667,26879,119667,0.982142857
Yes,R3,1,35,35,1,No,0.141242938,0.310734463,0.073446328,0.033898305,0.005649718,41.47368421,0.245614035,0.105263158,0.36,0.12,61336,299038,0.714285714
Yes,R2,7,97.5,150,1.428571429,No,0.117370892,0.286384977,0.103286385,0.051643193,0.014084507,44.08724832,0.289855073,0.130434783,0.343283582,0.119402985,59202,278773,0.872641509
Yes,R5,8,58.33333333,50,0.375,No,0.050925926,0.208333333,0.134259259,0.064814815,0.018518519,47.77777778,0.322147651,0.187919463,0.51948052,0.194805195,49376,222487,0.98173516
Yes,R2,3,50,50,1,No,0.093959732,0.261744966,0.241610738,0.134228188,0.046979866,50.11818182,0.164835165,0.076923077,0.671875,0.328125,42848,138946,0.972413793
Yes,R2,1,50,50,1,No,0.129032258,0.322580645,0.103225807,0.038709677,0.012903226,43.62393162,0.521367521,0.307692308,0.433962264,0.037735849,111000,454734,0.917197452
Yes,R5,2,22.5,25,1,No,0.194968554,0.314465409,0.150943396,0.06918239,0.006289308,44.5390625,0.480314961,0.220472441,0.686567164,0.253731343,62604,166519,0.949367089
Yes,R1,1,10,10,1,No,0.095041322,0.268595041,0.136363636,0.070247934,0.016528926,45.86826347,0.36746988,0.240963855,0.452380952,0.119047619,68996,214544,0.859504132
Yes,R2,8,25,25,0.125,No,0.147321429,0.294642857,0.147321429,0.049107143,0.017857143,45.01818182,0.295774648,0.112676056,0.512820513,0.192307692,56509,283417,0.878923767
Yes,R1,8,35,10,0.5,No,0,0,0.9,0.66,0.28,72.78,0.086956522,0,1,0.542857143,25464,44299,1
Yes,R2,7,25,25,0.142857143,No,0.159292035,0.345132743,0.309734513,0.212389381,0.088495575,50.28431373,0.195652174,0.097826087,0.898550725,0.594202899,39325,181321,0.857142857
Yes,R6,8,20,20,0.375,No,0.093137255,0.294117647,0.137254902,0.058823529,0.014705882,45.05072464,0.302325581,0.201550388,0.439393939,0.181818182,66736,144127,0.995
Yes,R2,9,12.4,10,0.555555556,No,0.153061225,0.270408163,0.198979592,0.107142857,0.030612245,47.67123288,0.671232877,0.45890411,0.421052632,0.175438597,118694,1117838,0.725388601
Yes,R5,9,21.25,50,0.444444444,No,0.126373626,0.274725275,0.17032967,0.093406593,0.032967033,47.32061069,0.163934426,0.073770492,0.657534247,0.246575343,49213,135048,0.994505495
Yes,R2,13,84,100,0.384615385,No,0.138686131,0.255474453,0.135036496,0.058394161,0.018248175,45.17098446,0.384180791,0.197740113,0.303797468,0.050632911,61639,408610,0.547794118
Yes,R2,2,50,50,1,No,0.106060606,0.277777778,0.176767677,0.095959596,0.015151515,47.00684932,0.402985075,0.164179105,0.581081081,0.162162162,48183,361974,0.781094527
Yes,R3,4,10,10,0.25,No,0.2,0.352380952,0.333333333,0.20952381,0.085714286,49.88764045,0.158536585,0.085365854,0.813559322,0.474576271,30550,120597,0.981308411
Yes,R2,8,25,25,0.25,No,0.169014085,0.399061033,0.145539906,0.0657277,0.018779343,43.34146342,0.331125828,0.158940397,0.538461539,0.153846154,60834,318999,0.814285714
Yes,R1,5,2,2,0.4,No,0.194285714,0.342857143,0.211428571,0.131428571,0.051428571,46.25954199,0.207692308,0.076923077,0.78313253,0.409638554,32547,166932,0.965317919
Yes,R2,5,20,20,0.2,No,0.145985402,0.324817518,0.062043796,0.025547445,0.003649635,40.29479769,0.223529412,0.094117647,0.293333333,0.08,57481,210726,0.733576642
Yes,R1,9,50,50,0.111111111,No,0.073033708,0.191011236,0.275280899,0.117977528,0.02247191,52.01526718,0.157024793,0.082644628,0.637681159,0.202898551,48174,121202,0.954022989
Yes,R1,9,175,300,0.222222222,No,0.106145251,0.189944134,0.273743017,0.111731844,0.027932961,51.3,0.550335571,0.348993289,0.492537313,0.074626866,80030,353371,0.956284153
Yes,R2,4,25,25,0.5,No,0.154506438,0.291845494,0.150214592,0.081545064,0.030042919,45.23668639,0.554216868,0.391566265,0.3,0.114285714,64884,650263,0.442982456
Yes,R1,4,50,50,0.25,No,0.09223301,0.276699029,0.111650485,0.038834952,0.004854369,44.81944444,0.227272727,0.068181818,0.52,0.146666667,54941,191955,0.990291262
Yes,R5,6,21.66666667,20,1,No,0.122807018,0.274853801,0.263157895,0.116959064,0.029239766,49.47761194,0.175,0.025,0.68115942,0.217391304,35060,137721,0.994117647
Yes,R2,1,37.5,25,2,No,0.162895928,0.312217195,0.185520362,0.090497738,0.013574661,45.83832335,0.254658385,0.099378882,0.417910448,0.134328358,55214,322197,0.462264151
Yes,R2,2,65,100,1,No,0.435185185,0.657407407,0.101851852,0.055555556,0.018518519,37.00961539,0.425287356,0.218390805,0.878787879,0.484848485,30610,221283,0.796296296
Yes,R1,2,200,200,0.5,No,0.220338983,0.378531073,0.242937853,0.15819209,0.06779661,46.53191489,0.312977099,0.129770992,0.719512195,0.341463415,32795,206121,0.778409091
Yes,R2,6,25,25,0.5,No,0.164772727,0.397727273,0.125,0.045454546,0.005681818,42.03649635,0.287878788,0.166666667,0.577464789,0.295774648,40867,187359,0.440677966
Yes,R2,2,200,200,0.5,No,0.303797468,0.582278481,0.189873418,0.139240506,0.050632911,41.8961039,0.547945206,0.424657534,0.948275862,0.672413793,39638,135595,0.882352941
Yes,R2,0,50,50,0,Yes,0.278911565,0.530612245,0.081632653,0.047619048,0.020408163,38.576,0.715517241,0.50862069,0.690140845,0.338028169,54683,360867,0.872483222
Yes,R5,1,5,5,1,No,0.122807018,0.274853801,0.263157895,0.116959064,0.029239766,49.47761194,0.175,0.025,0.68115942,0.217391304,35060,137721,0.994117647
Yes,R5,10,25,25,0.7,No,0.182857143,0.342857143,0.2,0.114285714,0.04,45.8125,0.196581197,0.102564103,0.657894737,0.223684211,30158,124310,0.965116279
Yes,R5,8,20,20,0.125,No,0.091633466,0.25498008,0.043824701,0.011952191,0.007968128,42.18518519,0.469879518,0.28313253,0.27027027,0,78089,183004,0.980694981
Yes,R5,0,10,10,0,Yes,0.059782609,0.14673913,0.47826087,0.260869565,0.086956522,58.94936709,0.228571429,0.128571429,0.797468354,0.215189873,44371,177158,0.942528736
Yes,R3,3,12.5,20,1.333333333,No,0.050420168,0.142857143,0.470588235,0.294117647,0.109243698,59.05357143,0.054054054,0.018018018,0.938461539,0.4,34066,42645,1
Yes,R2,1,50,50,1,No,0.127572017,0.288065844,0.135802469,0.065843621,0.016460905,44.84,0.374301676,0.173184358,0.448717949,0.17948718,55043,373584,0.703703704
Yes,R1,6,45,50,0.833333333,No,0.252336449,0.439252336,0.065420561,0.028037383,0,36.7826087,0.164179105,0,0.698113208,0.339622642,27292,86205,0.972972973
Yes,R2,1,100,100,3,No,0.260162602,0.552845529,0.081300813,0.040650407,0.016260163,39.17948718,0.607142857,0.482142857,0.869565217,0.391304348,71647,323594,0.790322581
Yes,R4,3,20,20,0.333333333,No,0.144230769,0.302884615,0.134615385,0.048076923,0.004807692,44.40277778,0.072992701,0.02189781,0.545454546,0.285714286,54446,185461,0.685990338
Yes,R2,1,20,20,1,No,0.107142857,0.160714286,0.517857143,0.410714286,0.214285714,61.09615385,0.317073171,0.12195122,0.878787879,0.515151515,34107,0,0.773584906
Yes,R2,8,35,35,1.375,No,0.147058824,0.333333333,0.284313726,0.196078431,0.068627451,49.21978022,0.494252874,0.379310345,0.841269841,0.666666667,32328,161934,0.871287129
Yes,R2,0,25,25,0,Yes,0.180076628,0.367816092,0.16091954,0.076628353,0.022988506,43.89175258,0.352631579,0.215789474,0.38028169,0.126760563,50498,345790,0.447876448
Yes,R1,1,500,500,1,No,0.11328125,0.25,0.1484375,0.0625,0.01953125,46.40331492,0.368131868,0.21978022,0.454545455,0.193181818,61356,235982,0.835877863
Yes,R1,10,21.42857143,50,0.7,No,0.091836735,0.295918367,0.12244898,0.076530612,0.020408163,45.32846715,0.217741936,0.056451613,0.594594595,0.202702703,43177,178146,1
Yes,R1,2,12,20,1,No,0.139372822,0.31010453,0.06271777,0.017421603,0.003484321,41.08648649,0.255813954,0.104651163,0.464646465,0.131313131,56330,170874,0.955172414
Yes,R3,9,29,10,0.555555556,No,0.117948718,0.261538462,0.266666667,0.117948718,0.015384615,49.71527778,0.20979021,0.090909091,0.636363636,0.181818182,43597,137733,0.943877551
Yes,R1,9,36.66666667,50,1,No,0.149253731,0.288557214,0.154228856,0.084577114,0.019900498,45.54,0.536764706,0.323529412,0.442857143,0.128571429,70120,263469,0.866336634
Yes,R5,7,20,20,0.142857143,No,0.007407407,0.014814815,0.896296296,0.6,0.140740741,70.5037037,0.11965812,0.042735043,0.973684211,0.302631579,38139,119144,0.992537313
Yes,R3,7,62.5,100,0.571428571,No,0.098484849,0.272727273,0.121212121,0.045454546,0.015151515,45.16842105,0.215189873,0.088607595,0.434782609,0.086956522,72096,414953,1
Yes,R5,3,16.75,20,1.333333333,No,0.1484375,0.33203125,0.16015625,0.07421875,0.02734375,44.67777778,0.117977528,0.02247191,0.482758621,0.126436782,38359,151296,0.8515625
Yes,R1,7,30,35,0.285714286,No,0.064516129,0.169354839,0.370967742,0.258064516,0.14516129,57.45,0.474226804,0.329896907,0.786885246,0.426229508,46757,330909,1
Yes,R1,8,20,10,0.75,No,0.26,0.41,0.16,0.1,0.04,42.7948718,0.32,0.133333333,0.830188679,0.433962264,38577,115504,0.919191919
Yes,R1,11,15,20,0.181818182,No,0.048387097,0.137096774,0.459677419,0.314516129,0.096774194,59.02654867,0.518518519,0.342592593,0.884057971,0.391304348,53211,259540,0.943548387
Yes,R4,5,20,20,0.4,No,0.12184874,0.331932773,0.079831933,0.037815126,0.004201681,41.26351351,0.222222222,0.097222222,0.391891892,0.121621622,60278,120391,0.970711297
Yes,R2,4,25,25,0.25,No,0.164772727,0.397727273,0.125,0.045454546,0.005681818,42.03649635,0.287878788,0.166666667,0.577464789,0.295774648,40867,187359,0.440677966
Yes,R2,1,15,15,1,No,0.16064257,0.341365462,0.180722892,0.104417671,0.036144578,45.48148148,0.446236559,0.204301075,0.4,0.16,48541,448831,0.577235772
Yes,R1,4,62.5,100,0.5,No,0.119496855,0.308176101,0.289308176,0.188679245,0.06918239,50.88095238,0.141509434,0.056603774,0.76,0.44,29230,138741,0.987261147
Yes,R2,10,150,200,0.5,No,0.151960784,0.284313726,0.156862745,0.083333333,0.029411765,45.86184211,0.655629139,0.476821192,0.454545455,0.181818182,81167,533169,0.796019901
Yes,R2,3,61.25,100,1.333333333,No,0.277777778,0.555555556,0.1,0.033333333,0,38.79012346,0.583333333,0.402777778,0.907407407,0.518518519,60002,229076,0.918604651
Yes,R1,2,25,25,0.5,No,0.079787234,0.218085106,0.186170213,0.106382979,0.021276596,49,0.220472441,0.078740158,0.589041096,0.191780822,46960,218257,1
Yes,R1,10,31.25,25,0.4,No,0.192771084,0.325301205,0.325301205,0.192771084,0.048192771,49.74285714,0.158730159,0.111111111,0.84,0.5,22459,109455,1
Yes,R2,2,5,5,1,No,0.089285714,0.196428571,0.196428571,0.080357143,0.013392857,49.29761905,0.722891566,0.512048193,0.453333333,0.066666667,116449,554621,0.914798206
Yes,R1,5,40,40,0.2,No,0.046666667,0.14,0.433333333,0.253333333,0.066666667,58.016,0.339285714,0.169642857,0.736111111,0.277777778,49266,227626,1
Yes,R3,2,40,40,0.5,No,0.168141593,0.348082596,0.08259587,0.032448378,0.005899705,40.7255814,0.144186047,0.051162791,0.211764706,0,46597,233797,0.453216374
Yes,R3,1,50,50,1,No,0.172619048,0.30952381,0.339285714,0.160714286,0.029761905,50.48611111,0.293103448,0.086206897,0.820512821,0.205128205,53364,178125,0.958083832
Yes,R2,9,100,100,0.444444444,No,0.152941177,0.364705882,0.117647059,0.047058824,0.011764706,42.78125,0.285714286,0.116071429,0.564516129,0.177419355,60817,179083,0.988165681
Yes,R3,5,53.33333333,100,0.6,No,0.159574468,0.324468085,0.170212766,0.079787234,0.015957447,45.56643357,0.115384615,0.053846154,0.591549296,0.211267606,38765,164503,0.807486631
